"","name","location","rating","text"
"162","Stan L.","Humeston, IA",5,"The best of the best. They are very professional and take time with their patients. I had very serious back surgery over a year ago and the results have been excellent.My wife is now being treated for a couple f problems and is showing a lot of improvement. All I can do is praise God for Mayo Clinic"
"163","Dawn H.","Fairbanks, AK",5,"My daughter has dealt with stomach issues for 12+ years.  In 2017 alone, she went to our local ER in Fairbanks, AK 12 times and was admitted three times with small intestine obstructions of an unknown origin.  She went to the University of Washington Medical Center for laparoscopic surgery where they found nothing.   At Mayo, we first met with Dr. Prichard.   He said they could do a million dollar work up but the obstruction is in the same place every time.   A few hours later we met with Dr. Smoot, a surgeon.   It may seem rather drastic to go for the cutting but we knew we were in very good hands.  Within an hour and a half, they found the problem!   It was a growth of tissues on the inside of her SI that food could catch on.  The doctors in Fairbanks and Seattle just looked at the outside of the intestines.   The docs at Mayo gave my daughter her life back!"
"164","Scott H.","Minneapolis, MN",5,"I know, it seems odd to review a hospital, but this place has it right. Their #1 cause is the patient, not the money. You know when you go to a doctor or hospital and before they even talk to you they want to swipe your credit card? Not here, that all comes after the care is provided.You know when you go to a doctor, wait an our after your original appointment time, and then get rushed through a 45 second consultation with the NP? Not here, every appointment I've had was exactly when they said it would be and every doctor I've seen has spent enormous amounts of time with me making sure I had the best care possible.A few weeks ago I had a horrible incident where I was rushed to the ER, I honestly thought this might be the end. The care I got during my stay was incredible. Every single person I dealt with at mayo treated me with respect and compassion and their only goal was to find out what was wrong with me and make me better. Granted, no hospital stay is pleasant, but how the staff treats you, their bedside manner, makes all the difference in the world.Hopefully, I won't have to return, but if I  do get Ill, I sure hope it's here!"
"165","Kim W.","San Francisco, CA",5,"When my husband was diagnosed with multiple sclerosis, we asked his neurologist where he suggested we go for a second opinion/evaluation. He said Mayo so off we went.We have been here twice - for one week each time. From the time we completed a request for an appointment on their Web site through to billing, the process has been flawless. Our 10am appointments start at 9:55am and the doctors give you their complete attention for at least 45minutes.  Additional things like having blood drawn take minutes, not hours to be completed.The neurologist my husband sees specializes in men with MS. He actively researches, publishes and speaks at conferences. The guy knows his stuff! Mayo is great about forwarding all their test results, clinic notes, etc... back to your local doctor within a week."
"166","Eva N.","Manhattan, NY",1,"I have no doubt that people with serious diagnosed illnesses receive good care here. However, this is NOT the place to come for a diagnosis."
"167","Laurie A.","Minneapolis, MN",5,"My boyfriend of six years has been battling a rare autoimmune encephalitis for nearly seven months.  Our hospital in Minneapolis had never had a diagnosed case, and our neurologists were out of ideas.  I didn't realize how big a toll that feeling was taking on me until the doctors here listened to our story and said it was ""classic"" for this condition.  The relief is so overwhelming, I'm tearing up as I type this two days later.  So far we have seen two neurologists, a blood tech, an LP nurse, an EEG tech, a scheduler and several miscellaneous staff, and every single person has been perfectly knowledgeable, insanely helpful, and unfailingly kind.  Everything about the facility, from the layout to the pager system, is smartly handled.  If you have a rare condition, this is where you need to be.  I don't care what you have to claw through to get here.   Just get here.  It's so worth it."
"168","Michael K.","Rochester, MN",5,"Since I live here I may be a bit biased, but Mayo is the place to go period. I have never had a bad experience with the doctors or staff. I've stayed at St. Mary's a couple times and although I was not the easiest patient I appreciated the professionalism and patience of the nurses. Rochester has numerous hotel and motels for you to stay with your family and friends. Our weather can be a bit trying but with the sky ways you can get where you want to go easily."
"169","Mary S.","West Sayville, NY",1,"If you have Lyme Disease and/or any other tick-borne disease, forget it - Mayo is not the place for you.  I was having seizures, constant headaches, dizzy spells, cognitive difficulties, frequent pre-syncope episodes, panic attacks, constant anxiety, the list goes on.  All of my tests came back negative, and when I left they gave me a psych referral.  Mayo is completely incompetent when it comes to tick infections, and they want absolutely nothing to do with these diseases.  They would rather play stupid and pretend you are a psych case, rather than turn their backs on the CDC and betray their loyalty them in order to save a patient's life.  When it comes to Lyme Disease, Mayo consciously opts to remain part of the problem, rather than the solution. If you have a strange, unexplained mystery illness that has a combination of neurological issues, neuropsychiatric issues, and physiological issues, yet all of your blood and imaging tests keep coming back normal, then chances are very strong that you have at least one tick infection, like Lyme.  Bartonella presents with extreme neuropsychiatric symptoms, and when coupled with Lyme, you have one very sick patient.  Untreated, the disease will kill you.Your best bet would be to locate a competent and knowledgeable Lyme-literate Medical Doctor who can properly diagnose and treat these deadly diseases.  Unfortunately they are few and far between, so you have to go where they are.  An LLMD saved my life - mainstream doctors, including ones at Mayo, almost killed me."
"170","Julie W.","Dexter, MI",5,"The Mayo Clinic is THE place to go when you have an urgent and/or serious medical problem.  You can get an appointment in a WEEK.  They are very thorough, extremely efficient, and have world class treaters!  Their doctors are compassionate and warm.  Everyone in this big clinic is thoroughly professional, and on time!  My problem was solved in three days!  At the University of Michigan Healthcare Center,  you can NEVER see a specialist in a week!  The wait time for a Neurologist in Ann Arbor is at least one year!  The Mayo Clinic was well worth the travel time and expense!"
"171","Mary B.","Carlsbad, CA",5,"My husband is alive today because of Dr Nagorney's successful liver resection. Scripps in San Diego said that they would not operate on his tumor, and that my husband would go into liver failure if Mayo operated. Scripps suggested palliative or life extending measures only. Thank God we traveled across country to Mayo in Minnesota. He is having second checkup, 6 months, at Phoenix Mayo.   Should we have any further complications, we will only go to the best, MN Mayo."
"172","Sun E.","Bay Area",5,"Review is for their web site- a wealth of medical information.Trust me, you HAVE to be your own medical advocate and do your own research.Honestly, the site has offered very accurate and completehealth information.The search function is faaaaaaaaaantastic!There are links to: Diseases & ConditionsDrugs & SupplementsHealthy Living IdeasAND...There is an ""Ask A Specialist"" link with real questions from patients and detailed answers from Mayo Clinic doctors!When searching for a condition or disease, the web pagesoffer an enormous amount of information to include:    * Introduction    * Signs and symptoms    * Causes    * Risk factors    * Screening and diagnosis    * Complications    * Treatment    * Prevention    * Self-careTake care of you!"
"173","Palash A.","San Francisco, CA",4,"Why does this not have more reviews? Mayo Clinic is without a doubt one of the top 3 medical institutions in the country. Assistants, Nurses, Doctors, Everyone is intelligent, proactive, helpful, and world class.Need an MRI? It can be scheduled within the hour. Same with Xrays, CT's, Blood Panels, etc. If you need it they will do everything in their power to make it happen.The hospital is connected via underground tunnels with the major hotels in the area, and complimentary wheel chairs are available throughout the entire system. This is awesome if you are visiting in the winter when there is snow everywhere, but a bonus in the summer when it can get fairly hot outside, and the tunnels provide an air conditioned sanctuary.The town of Rochester is also a nice place to waste time in between appointments. There is a small mall, a great variety of food options, and some old architecture that is relatively fun to explore."
"174","Lonnie D.","Marietta, GA",1,"Very poor communication with me, as a patient. Rude staff in the gastroenterologist office scheduling department. Told me my referring doctor was sending me to the wrong place. Claimed they never received records from my doctor's offices for 2 months. Did not schedule me with the doctor my referring physician referred me to. They scheduled me with a P.A. instead. After several phone calls, they finally scheduled me with a doctor. I emailed the doctor they did schedule me with after 10 weeks of begging for an appointment with an M.D. , even if it was not the doctor my physician referred me to. The doctor did NOT respond to my email at all. I was told and received text to be at Mayo for a 9:00 appointment , then bloodwork so I should fast. I arrived at 8:46 and was told I had no bloodwork scheduled and to sit and wait for my 10:20 doctor appointment, as the receptionist remarked, ""I don't know why they told you to be here so early."" She said, ""go upstairs and wait. ""  I got upstairs to the gastroenterology department and they had no idea why I was there. The story goes on............. Over 100 pages of my referring doctor's records were never reviewed, etc. There has never been a resolve to my medical condition due to lack of effort of Mayo staff. This has been very disappointing and a mere waste of time, energy, and in insurance carriers dollars. Mayo deserves an  ""F "" for failure ."
"175","David K.","Highland Park, IL",1,"Mayo Clinic is amazing except for one thing  Dr Link, Professor of Neurosurgery, he takes being a Pompus Ass to a whole new level."
"176","Alfonso E.","Oakland, CA",5,"It should be enough to say that they basically saved my dad's life, but there's so much more to this organization that makes it earn and keep its stellar reputation.  Besides being the pre-eminent cancer research and treatment institution that it is.While accompanying my dad during his initial examinations, his diagnosis, and ultimately his treatment and follow-ups, I interacted with countless providers and specialists, nurse practitioners, nurses, MAs and staffers.  ALL of them upheld a level of personal courtesy, manners and empathy like I've never seen exhibited ever before in ANY health care organization.  Think Four Seasons class hotel service with the nurturing personal attention of a lovable B&B innkeeper.  OK, that may be a bit dramatic to imagine, but you get the idea.Patient education is a top priority here, and executed in an amazingly effective and friendly way.  Patient packets may include a very easy-to-follow itinerary and schedule, detailed plain-language handouts of examinations and procedures, and really thorough outpatient/recovery guidelines.  Basically, you'll probably never be lost or confused in the process before, during, or after a visit.Waiting rooms in every clinical area are very well appointed with simple comforts, reading material, games and activities.  And the cancer education library on the lobby level is an enormously fantastic resource.  Not only do they have an incredible amount of current reading material on nearly every cancer topic; the librarians hop to it voluntarily to inundate you with articles and other relevant information that you might never otherwise find on your own."
"177","David B.","Evanston, IL",1,"Utterly DisappointingAfter seeing neurologists in Chicago I was sent here for the next step. I was told I would have one Specialist with a team of doctors working with me. I received a different junior doctor with no specialties and Dr Jones didn't seem interested to have my case. He didn't look at my file of test results, ordered the same tests again and said he would see me in 4 days. Nothing new was learned that the mayo clinic did NOT know before they accepted the case.I took a week off, drove 350 miles each way, paid for a hotel and got nothing more than I already had.They do want me to come back in two months to see yet another Dr. Sorry, you had your chance."
"178","Frank C.","St Bonifacius, MN",5,"Top notch medical facility.  They're very good in every aspect of medical care.  If you have serious medical issues take the time and go here, you will not regret it!"
"179","Tash K.","Forest Park, IL",1,"ZERO GRADE  for Dr. Brian Dougan...first one I saw. If you get him- do not bother to see him. Request a different doctor. He will try to sell you every possible vaccine and test available. whether you need it or not...He will not even look at paperwork you brought with you. So don`t bother bringing any . He would make a good used car sales rep , but not  doctor. Very unprofessional............."
"180","Chuck S.","Murray, UT",5,"What can I say about this place that will do it justice? My daughter has had two heart procedures here, the last one in April of 2011. She Recieved first class care and treatment. Dr. Micheal Ackerman is is world renowned in his field (Cardiac/Long QT) and the staff is wonderful. There are several restaurants in the area, my favorite was Canadian Honker. I'll write a separate review for that lol :)  but there are plenty of food choices in the area if you don't want to eat the food in the hospital restaurant. Which was pretty good for hospital fare in my opinion. The prices were ok also, guess they don't want to slam worried relatives with high food costs. If you or a family member have cardiac issues that can't be resolved in your home state for whatever reason i urge you to contact Mayo and consult with them. I owe them a debt that can never be repaid, they saved my little girl. God Bless them."
"181","Linda P.","Berkeley, CA",1,"I fly half way across the United States to see a neurologist at Mayo who was probably the most arrogant person I have ever met.  He misdiagnosed me and when I complained to the Mayo Clinic all they said was "" we decline to have you back here.""  They would not tell me why not.  I wouldn't recommend the Mayo Clinic to anybody."
"182","Angela F.","Loudon, TN",5,"Diagnosed with Stage 3 LOBULAR breast cancer, I was told at home (Knoxville) that I would need 12 weeks of double dose dense chemotherapy, and possible radiation after surgery.  I took off for the MAYO in Rochester, MN.  There, I worked with one of the finest oncologists in the country, one who specialized in lobular cancer.  He said lobular cancer did not respond well to chemo, and recommended hormone therapy instead.  At the end of this month, I will be two years since diagnosis, and I am cancer free.  I will be eternally grateful to Mayo for saving my life, and for simultaneously given me a more humane treatment regimen.  I never had to wait to see any of my caregivers, and the prices were cheaper than at home.  This is what healthcare is supposed to be."
"183","Maddie S.","Choctaw, OK",5,"This place basically saved my life. I had been sick for a long time and no one knew what was wrong. After seeing a Mayo rheumatologist and having every test under the sun I finally got some answers. They eventually referred me to pain rehab at St. Mary's which helped get my life back on track. Never in my life have I had so much medical attention or someone so invested in finding the root of the issue. If you are ever severely ill I strongly suggest making the trip, it is well worth it."
"184","Bob C.","Milwaukee, WI",5,"What can you say?  This is Mayo.  It's a brand name one trusts.  And aside from the cost of coming to and staying in Rochester, it's no more expensive than going to your local hospital.  It is a huge place, and somewhere here there is bound to be an MD who specializes in just your problem.  The underground subway system makes it bearable in Minnesota winters, though much of it gets locked down in the evening."
"185","David P.","Goodview, MN",1,"Great care.... once you receive it. Mayo can have absolutely terrible scheduling and service when you don't have the staff's attention. My wife has a debilitating pain issue, she can barely get out of bed each day. She has an appointment for a treatment that has totally resolved her pain in the past. The procedure will probably take 2 hours maximum. The problem is that it is still 10 weeks away. There is NOBODY at Mayo to talk to to try to prioritize her case. Doctors and schedulers just give you a number like you're in line at the deli. All you can do is call every day to check for cancellations, it's not in their job description to call you if a appointment opens. Out of desperation she's ended up in the ER trying to plead for someone to help. There is apparently nobody in the Mayo system who has the job of caring for patients that aren't at the front of the line. I'm sure if she was a dignitary or wealthy foreign visitor she would jump to the front of the line. Once you receive the care it's always been world class for my wife, but the lack of compassion in scheduling is undeniably cruel."
"186","Jennifer K.","Manitou Springs, CO",5,"Best medical care in the entire United States. I was diagnosed with Multiple Sclorosis at 25 years old. We had a terrible experience with medical care in Bend Oregon. The week long waits to get test results scheduled, another week until the appointment and another week for results was just tearing us apart, you feel like you live in a waiting room 24/7. After a year of testing and treatments, a threat from my employer to fire me because of all the appointments and lengths of appointments, and not feeling cared for by my medical team, my husband finally got fed up and looked for another option. He came across Mayo clinic in Rochester Minnesota as the top MS clinic in the US. Boy were they right. We got the application sent in, about 3 days later a gal called to finish up getting my info and the next day had an availability 2 weeks out. Because we lived in Oregon, we had to push it out for a month to make travel arrangements. In February 2018, we flew into Minneapolis on the day of the superbowl, and drove the 45 min to Rochester the next morning. My appointment with the Neurologists were like no experience I've ever had with doctors. The top MS specialists arguably in the world, was there to advise the already experienced gentlemen also in that field. He sat with us for 3 hours on his own, discussing my entire medical history, emotions, past medications treatments and basically my whole life of medical issues. After that he answered any questions we had and took his report to the top MS specialists running that department. We sat in the room for about an hour without anyone there, admiring the depth of care so far and then he came back in, this time with the specialist. He gave her his thoughts, she gave us her thoughts and together they came up with a treatment plan and symptom plan. The next step was to get scans, bloodwork etc. The next day, we got a schedule that listed all the appointments, times and instructions printed out with location. All onsite at the massive Mayo Clinic hospital. We saw about 6 specialists, all in different fields, but with the same goal of treating my ms symptoms. This included pain management, urologists, physical therapists, nutritionists and more, all in the same day. Let me tell you this- I wasted an entire year getting no answers, not helpful treatment or opinions. This visit saved my life. In 1 week we spent a total of about 15 hours, with the specialists and the longest wait time we had was the 1 hour it took for that neurologist to write a report on me. Absolutly incredible. The amount of care I felt, the education they gave us so we understand this disease and our options moving forward, was like a fairytale in the medical field. It's been a year since that visit. It's 2019 and we've moved to Rochester to continue care and try having kids. Because of the difficulty of the situation, we decided being closer to a good medical facility, should anything go wrong, was in our best intrest. If you need REAL medical care, come to Mayo. They actually do care. And it shows. I thank everyone there who cares for me, I feel like my life actually matters to them."
"187","Anonymous P.","Duluth, MN",5,"I have been in remission from late-stage ovarian cancer for eight years, thanks to the good folks at Mayo Clinic.  Thank you to Dr. Dowdy, Dr. Peethambaram, Dr. Cliby, and the oncology nurses on Gonda 10 East, and to the staff at Methodist Hospital as well."
"188","Jessica D.","Rochester, MN",5,"Very clean, quiet. Professional, nice staff. The biggest hospital I ever come. Parking not to easy to get in but everything else it is good"
"189","Kat K.","Oskaloosa, IA",2,"First of all, I was told that we would be seeing both Immunology and Dermatology prior to our appointment regarding our daughter's extreme allergies. It didn't happen-Immunology didn't have time for us that day. I was extremely unhappy with our clinical visit with Dr. Hand in Dermatology. She, clearly, did not make any attempt to examine our child's medical records prior to the clinic visit. She was basically a talking head and listened to nothing that we said. I asked multiple questions and I couldn't even get a simple answer out of her. She just kept repeating the same line like a robot. She also had poor bedside manner and almost came across as arrogant, especially when I began discussing the natural therapies that we had tried. At one time I brought up adding turmeric and black pepper to our daughters vegetables for the anti-inflammatory effect. She looked at me with a blank stare and said she had never heard of the spice having an anti-inflammatory effect. And she even suggested our daughter's cradle cap was leading to her extremely high IgE levels. Huh? I think what it comes down to is she wasn't even listening to anything that we said. She was very judgmental about our daughter's diet of fish, fruits, and vegetables-which I might add is the only thing she isn't allergic to and the foods were removed at the insistence of an allergist and not us. I am a thirty five year old woman that looks a youthful eighteen. I get it, I am used to the judgement (I guess she thought I was young and stupid) but I don't expect to receive it from a physician at a highly renowned medical clinic. Our experience was a complete waste of time and money. Dr. Hand needs to read this story and get 'out of bed' with big pharma. hefty.co/isaiahs-skin"
"190","Holly T.","Arlington, VA",5,"Well we've been here now for several different visits so it's about time I wrote a review! My father had a surgery botched at another hospital and ended up here several years ago for a second opinion. They did an amazing job and he was extremely happy with everything. I researched and found the executive health program a couple if years ago and came for a three day visit. They program organizes the appts with doctors and various tests to get the most out of your visit here. I have returned several times since then both for myself and for other family members and the program has been great. The other day my father realized that he would need surgery once again for a different issue and he called the program. Within several days they coordinated appts for him and here we are for his surgery. At least if you need medical care, you shouldn't also have to worry about the quality of your care here at Mayo!!"
"191","Ryan H.","Madison, VA",5,"Wow - What can I say?I had a gallbladder surgery there and the care was superb! My two nurses couldn't have done a single thing better - I am serious, I couldn't ask for any better care!As their motto says ""The needs of the patient come first"""
"192","Gena M.","Beverly Hills, CA",1,"I am going to start this review with my initial thought of Mayo Clinic. Everyone has always told me that it is the best hospital in the country.  Let me tell you something, it's not.Are the doctors good? Yes. Are the facilities nice? Yes.  But what good is a hospital if you can't get into see the doctors?  When I booked my initial appointment, I was told that I would not need to book any additional appointments and that my specialist would guide me to the right doctors.  This happened but I COULD NOT GET INTO SEE ONE ADDITIONAL doctor. Next available appointments were months away and they just expected me to come back because ""most people do.""  I have been here for four days and have seen one doctor.  No one was helpful nor sympathetic.  Horrible experience.  Be careful before coming here. Try seeing a specialist in your area or within driving distance because Mayo Clinic is not worth it."
"193","Jasmine B.","Charlotte, NC",1,"Would give zero if I could. They don't know how to handle mentally ill patients. I was treated with no dignity or respect or compassion. Held me over 72 hours against my will. Had to ask for every thing I needed and ask them to check my vitals and chart for allergies. If I had died there my family would have had no way of contacting me. Was not allowed to even have my phone without someone watching over me. Worst hospital I've ever been to. For having such a great reputation worldwide you'd think they'd try to live up to it. Anyways. If you enjoyed your stay there...I'm honestly happy for you. But I personally don't feel like I was a priority to anyone there in scrubs. Teal or navy. Can't say they all didn't care but they sure made me feel unwelcome. So good job med city. Also just FYI this hospital is funded by donations. Not privately owned. I have health insurance. And have already received my first bill via email. It's pretty easy to see what their priority is. They need a new HR department or patient services or whatever you wanna call it. I felt like I was in jail...not a caring facility. The food was pretty good though."
"194","Rachel W.","Rochester, MN",4,"Mayo clinic is a great health facility. I did have one bad experience with a doctor that I wish could've been remedied.I have a new doctor now who is the BEST! (Dr. Pecina)"
"195","Amanda W.","Rochester, MN",5,"Just about the best, most incredible health care organization in the world. Wouldn't trust my healthcare to any other place!"
"196","Sahil K.","Rochester, MN",5,"Hands down the best place to be if you or your loved ones need Medical care. All the staff is very friendly and make you feel at home."
"197","Justin F.","Pueblo, CO",5,"Attention is amazing. No shortage of staff. Nice facility. Easy to navigate. Always on time for my appointment!"
"198","John M.","Malibu, CA",5,"Hard to put into words how highly I think of the Mayo Clinic and the excellent staff there. I have been dealing with a couple chronic issues for over 2 years and couldn't be more appreciative of the standard of care I received during my time at the clinic. I drove 6 hours in a blizzard just to be able to see them, and it was completely worth it. Dr. Ahlskog, Dr. Duffy, and their teams were analytical, purposeful, and direct with their approach to running diagnostic tests, and immediately ruled out many of the proposed diagnoses I had received from doctors previously. Once everything was complete in terms of testing, Dr. Ahlskog spent an hour explaining the findings, and told me they were the only place in the world that had developed a treatment protocol for what I have been going through. I met with Dr. Duffy shortly thereafter to implement the treatment, which I couldn't believe didn't involve doctors pushing medicines on me like everywhere else I've gone. The fix was simple, rooted in science, and effective, as I have been free of my episodes for just over a week now for the first time in 8 months. This place is considered the gold standard for health care for a reason, and I wouldn't hesitate to recommend them to anyone I know that is dealing with significant medical issues."
"199","Chris W.","Chicago, IL",3,"The waiting list for this place is LONG I'm talking months and once you get there the attention is on the patient. I would have to say from our experience I would rather have shopped around for doctors locally or try John Hopkins for a major medical issue because the treatment we received was sub par compared to what was expected. Their library is fantastic and their equipment is state of the art. I think their staff just has a little too much ego and not enough motivation on getting things done, they need to refresh on the medical books on things outside of lupus."
"200","Mel M.","Chicago, IL",5,"Thank goodness for the really good doctors and the current technology at Mayo! My son has had 2 successful surgeries with Dr. Stuart! He's very thorough in his examinations and explaining the details to us in terms we can understand. His nurse and the entire Sports Med staff have always been very kind and helpful. Other departments I have dealt with successfully & happily are billing, pre-certification, physical therapy and the appointment desk. I recommend Mayo to anyone who wants the best quality health care and the most current technology and resesarch."
"201","Megan W.","Rochester, MN",5,"All I can say is wow, a good friend went in to have her baby the other night and I was there when they had to rush her in for a c-section, they were amazing, all are fine and she was up walking around the next day. The new OB floor is beautiful, everything on one floor and each patient has her own room with huge bathroom, nothing like it was like the last time I was up here. This is where I'm going to have kids for sure."
"202","Koizumi Y.","Beaconsfield, United Kingdom",5,"This place saved my life years ago. Nuff said."
"203","Ca F.","Alexandria, VA",2,"Very unfortunate they weren't prepared after I traveled across the nation in the middle of the winter.  Wind chills were actually 20 below and much lower at times during the two-week period I gave up to place myself in the hands of physicians.  I will say that the buildings were very nice and only wished they had better physical connectivity so no strain would have been placed on my family.  Many disabled persons need very good transportation."
"204","Christina M.","Bentonville, AR",5,"I don't see how anyone could give this any less than five stars. The staff is friendly and empathetic, the doctors are patient and thorough, and the place is just beautiful. I will forever recommend this place to anyone. Thank God for Mayo Clinic."
"205","Jen R.","Stewartville, MN",5,"I grew up near Rochester. Mayo has always taken care of all of my health related needs. I trust the doctors and the nurses to give me the best care. When I went away to college I sought medical care from the local clinic and was very very disappointed in the care I received . I have heard people complain about mayo being too big and you get lost in the Machine as just another patient. But that can happen in any hospital. My experience at different hospitals have shown me that. Mayo is huge, and that can be a good thing. Mayo Being this large allows people to specialize in one area and get really good at it. The people who draw your blood are masters at what they do. They are the only ones who can draw my blood on the first try mostly pain free. The 6 others places I have tried to give or have tested my blood made it a long and painful process.                            If it's your 1st time visiting mayo, go early. You will have a walk and you can get lost. But there are help desks set up all over. They can direct you where you need to go."
"206","Debbie S.","Salem, UT",5,"Most amazing medical care and facility  I have ever seen.   While on vacation in Branson  my husband was diagnosed with multiple myeloma with a tumor in his vertebrae,  we drove to Mayo.   Within one week we had all the tests done,  had met with hem/onc doctors,  neurosurgeon,  radiology oncologist, cardiologist and others.   Within 10 days he was in surgery and had a long term treatment scheduled.   Since we live a half way across the country I was worried about the continuity of care.   They are amazing,  have been easy to communicate with and I have all records at my fingertips.  I'd give them 10 stars."
"207","Terrie M.","Chicago, IL",5,"I have had 3 surgeries at Mayo in less than 12 months. The quality of care I received from the medical staff and nursing was outstanding. I am grateful to Dr. David Lewallen and his staff for the outcome of their work. Mayo Rochester is a wonderful place that puts the patient first. My only complaint is the food. They have instituted a new menu and it is awful. The previous menu was very good and the quality of food was much better."
"208","Bob A.","Vallejo, CA",5,"Mayo clinic website is utilized by many health professionals and refered to patients as a reliable resource for health and medicine. I use the website almost every week and the website is usually my first click when I google search. Next to cdc.gov"
"209","Dee W.","Sioux City, IA",5,"The best facility in the United States !  All Staff is caring and compassionate, I was worried on the multiple appointments I had the first time I went, but everything went smoothly ! Everyone here works together and the doctors are very thorough ! Ask alot of questions about your condition, no problem. You won't leave not knowing !  I have Cancer...and would not trust any other facility but Mayo Clinic and Hospital. I will always recommend Mayo to all friends and family...So happy there are doctors that are EXPERTS  in their field. I didn't feel like a number at all. Wow, I actually have a name ! Nothing but respect from the total staff at Mayo...I just can't say enough ! Thank you Mayo !"
"210","Charles F.","Bellingham, WA",1,"You walk through their buildings and all you hear is advertising about how this is the best medical center in the world.  They truly disappointed me by operating as if they run the worst in the world."
"211","Patrick W.","Bothell, WA",5,"Yep, another 5 star. Compassionate people, great knowlege, a supporting community and someone that handholded us the entire visit."
"212","Marcie S.","Blaine, MN",5,"I was told I had endometrial cancer by my local doctors who said that because I was high risk they wouldn't do the surgery and would only treat me with external radiation. I contacted the Mayo Clinic for a 2nd opinion and was given an appointment with Dr. Andrea Mariani. He reviewed everything and decided robotic surgery would be the best thing to do but he arranged for another doctor to be there to take care of any problems because of my large abdominal hernia. I was in surgery for over 8 hours and Dr. Farley had his hands full with my messed up hernia but between these 2 excellent doctors I came through OK and all the cancer was removed. I had 3 internal radiation treatments and now I can look forward to many more years on this glorious earth. In all my dealings with the Mayo Clinic everyone was knowledgeable, helpful, professional, caring and considerate. I can't praise enough Dr. Mariani and his staff for the way they treated me with respect and compassion and actually saved my life. They are truly committed to their patients and I would urge anyone with a life threatening condition to seek out their help as you will feel blessed to receive the concerned care they will give you."
"213","Toby G.","Windsor, CO",2,"After much deliberation, we decided to being our son to Mayo--despite not being covered by insurance. We were under the impression that Mayo would assemble a team of specialists who would work together to evaluate, diagnose, and treat our son's condition. Instead, only one generalist met with us, and she has proven to be unresponsive and unreachable for follow-up. The only reason that I didn't assign one star is because the testing services were excellent-- although not having a sufficient team to review them resulting in missed opportunities to properly diagnose and treat my son. When we visited a local doctor, who made a more comprehensive diagnosis within 5 minutes, he was shocked that Mayo only assigned one generalist to our case and that they skipped a very crucial test. Mayo seems to have developed a very effective marketing program, but their medical services are inadequate. We spent almost $10,000 for nothing."
"214","Minda P.","Grand Ledge, MI",3,"My niece is at Mayo right now. She has epilepsy and has been to many doctors here in Michigan for the past nine years with not much help or answers.  All they do is keep putting her on more and more meds, she takes 14 pills a day and still is not helping much. My sister has spent over a year trying to get her into Cleveland Clinic or Mayo, finally she got a call from Mayo Dec. 2016, she was just elated that they got an appointment and it wasn't months down the road.  They had such high hopes, but so far the experience has not been what she thought or what a lot of people say it is.  They spoke to the neurologist on Monday when they arrived, but not to much was said to them as what to expect, thoughts on my nieces condition, nothing.  It is now Friday and they have not seen the doctor since Monday.  They were to be at the hospital for an EEG at 7:00 this morning and at 10:30 they still had not put her in a room to be hooked up.  Needless to say my sister and niece are so discouraged.  This is the way it went at all the other hospitals they have been to.  We were all saying she needs to go to Mayo they are the best, but now we are feeling so bad that she has spent all this time and money and the results aren't anymore than what she had here in MI.  This is the only experience our family has had with Mayo and I must say as of right now we would probably not highly recommend going there. Especially if your insurance doesn't cover everything or any of it for that matter because you still have the cost of staying out there along with the time you have to take off work.  You just hear so many people saying their the best in the country, the experience is like no other that you come to believe it.  It's just so heart breaking for my niece and our family as we were so hoping they could help her and the experience would be what you hear about."
"215","Cassie H.","Rochester, MN",3,"My sister and I have had a great experience seeing DR. Pauly. The problem is that the new secritary would not let my mom make an appointment for me or my sister because we didn't have proof of gardianship. The person should have been nicer but according to mom she was mean. They wouldent even let mom make an appointment for my exima even though it's school polacy that if there's something else wrong besides a cold or the flu that you have to see the doctor. It got to the point that the school almost had to make an appointment for my hands. I ended up not going because the school didn't call the appointment. Or if they did they were turned away by this mean person. This person needs to be fired! This site wouldent let me give 2 stars but if I could I probably would! Be ware if you have an adult that goes to this clinnic that's blind and autistic or just plain autistic! Like I said, this secritary should be fired!"
"216","Mia F.","Appleton, WI",2,"My last appointments with several specialists was highly disappointing. Long waiting time and very unprofessional. Will have to find a place with my myirad of symptoms( prob Lyme's Disease) a different clinic. Was told they're not dealing with Lymes( if it's that and not MS or so) and I should find a specialist for Lyme's:-) Very, very disappointing to say the least!!!"
"217","Patricia B.","Pacifica, CA",5,"The best hospital I have ever been in - clean, efficient, top notch physicians, good customer service, and excellent communication. We felt we were in excellent and safe hands."
"218","mrs r.","Rochester, MN",2,"I guess it depends on what you go here for...I am a OB patient at Mayo and I've been receiving services here since I found out I was pregnant 8 months ago. I chose mayo for my prenatal care because it has the reputation of being one of the BEST hospitals in the world. Well, with that rep comes a lot of other patients. There have been many times that I've felt like a NUMBER and that's it. Some of the receptionists have been impersonal. Also, I started out with a physician, but when I found out that it is very likely that my physician would not be the one to deliver my baby, but a resident,  I chose to go with a midwife. Overall, the midwives have been nice. I really like Laurel. I just hope all goes well with Labor and Delivery so an experienced midwife will deliver my baby."
